"Incident","Location","Reported","Occurred","Comments","Disposition","ID","report_date","lat","long"
"Information / Theft","1554 E. 55th St., Chicago, IL","7/28/24 8:53 AM","7/28/24 8:50 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026032","7/28/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","7/28/24 12:38 PM","7/28/24 12:35 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026047","7/28/24",41.7952934540188,-87.588744563006
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/29/24 11:01 PM","7/29/24 11:00 PM","Four unknown suspects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026188","7/29/24",41.7995160287664,-87.5961496388094
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/29/24 11:01 PM","7/29/24 11:00 PM","Four unknown suspects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026188","7/29/24",41.7995160287664,-87.5961496388094
"Information / Battery","6200 S. Ingleside, Chicago, IL","7/30/24 4:48 AM","7/30/24 2:00 AM","During a disagreement off-campus a person struck the victim in the face before fleeing / CPD case","CPD","2024-026209","7/30/24",41.7819184224757,-87.60279919059
"Theft","1554 E. 55th St., Chicago, IL","7/30/24 10:06 AM","7/30/24 10:05 AM","A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officer / Suspect also arrested on an active warrant from the Cook County Sheriff's Office","Arrest","24-00754","7/30/24",41.7952934540188,-87.588744563006
"Theft","1554 E. 55th St., Chicago, IL","7/30/24 10:54 AM","7/30/24 10:50 AM","A subject took merchandise from the off-campus store without paying / Suspect located and detained by UCPD officer  / Complainant declined to prosecute","Ex. Cleared","24-00755","7/30/24",41.7952934540188,-87.588744563006
"Theft","1554 E. 55th St., Chicago, IL","7/30/24 2:43 PM","7/30/24 2:40 PM","Two subjects took merchandise from the off-campus store without paying / UCPD officers located and detained suspects /  Merchandise returned / Prosecution declined","Ex. Cleared","24-00757","7/30/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/30/24 6:07 PM","7/30/24 6:05 PM","A suspect took merchandise from the off-campus store without paying / Target staff detained the suspect / CPD case","CPD","2024-026259","7/30/24",41.7995504422237,-87.593062823983
"Information / Battery","6200 S. Ingleside, Chicago, IL","7/30/24 4:48 AM","7/30/24 2:00 AM","During a disagreement off-campus a person struck the victim in the face before fleeing / CPD case","CPD","2024-026209","7/30/24",41.7819184224757,-87.60279919059
"Theft","1554 E. 55th St., Chicago, IL","7/30/24 10:06 AM","7/30/24 10:05 AM","A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officer / Suspect also arrested on an active warrant from the Cook County Sheriff's Office","Arrest","24-00754","7/30/24",41.7952934540188,-87.588744563006
"Theft","1554 E. 55th St., Chicago, IL","7/30/24 10:54 AM","7/30/24 10:50 AM","A subject took merchandise from the off-campus store without paying / Suspect located and detained by UCPD officer  / Complainant declined to prosecute","Ex. Cleared","24-00755","7/30/24",41.7952934540188,-87.588744563006
"Theft","1554 E. 55th St., Chicago, IL","7/30/24 2:43 PM","7/30/24 2:40 PM","Two subjects took merchandise from the off-campus store without paying / UCPD officers located and detained suspects /  Merchandise returned / Prosecution declined","Ex. Cleared","24-00757","7/30/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","7/30/24 6:07 PM","7/30/24 6:05 PM","A suspect took merchandise from the off-campus store without paying / Target staff detained the suspect / CPD case","CPD","2024-026259","7/30/24",41.7995504422237,-87.593062823983
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/31/24 1:42 AM","7/31/24 1:42 AM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026302","7/31/24",41.7995160287664,-87.5961496388094
"Information / Theft from Motor Vehicle","1419 E. 56th St., Chicago, IL","7/31/24 10:43 AM","7/29/24 to 7/31/24 12:00 PM to 8:45 AM","Catalytic converter taken from 2010 Toyota Camry parked on the street off-campus / Referred to CPD","Referred","2024-026349","7/31/24",41.7932757574403,-87.5909327055315
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/31/24 1:42 AM","7/31/24 1:42 AM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026302","7/31/24",41.7995160287664,-87.5961496388094
"Information / Theft from Motor Vehicle","1419 E. 56th St., Chicago, IL","7/31/24 10:43 AM","7/29/24 to 7/31/24 12:00 PM to 8:45 AM","Catalytic converter taken from 2010 Toyota Camry parked on the street off-campus / Referred to CPD","Referred","2024-026349","7/31/24",41.7932757574403,-87.5909327055315
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/31/24 1:42 AM","7/31/24 1:42 AM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026302","7/31/24",41.7995160287664,-87.5961496388094
"Information / Theft from Motor Vehicle","1419 E. 56th St., Chicago, IL","7/31/24 10:43 AM","7/29/24 to 7/31/24 12:00 PM to 8:45 AM","Catalytic converter taken from 2010 Toyota Camry parked on the street off-campus / Referred to CPD","Referred","2024-026349","7/31/24",41.7932757574403,-87.5909327055315
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/31/24 1:42 AM","7/31/24 1:42 AM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026302","7/31/24",41.7995160287664,-87.5961496388094
"Information / Theft from Motor Vehicle","1419 E. 56th St., Chicago, IL","7/31/24 10:43 AM","7/29/24 to 7/31/24 12:00 PM to 8:45 AM","Catalytic converter taken from 2010 Toyota Camry parked on the street off-campus / Referred to CPD","Referred","2024-026349","7/31/24",41.7932757574403,-87.5909327055315
"Information / Theft","1228 E. 53rd St., Chicago, IL","7/31/24 1:42 AM","7/31/24 1:42 AM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026302","7/31/24",41.7995160287664,-87.5961496388094
"Information / Theft from Motor Vehicle","1419 E. 56th St., Chicago, IL","7/31/24 10:43 AM","7/29/24 to 7/31/24 12:00 PM to 8:45 AM","Catalytic converter taken from 2010 Toyota Camry parked on the street off-campus / Referred to CPD","Referred","2024-026349","7/31/24",41.7932757574403,-87.5909327055315
"Information / Armed Robbery","5048 S. Cornell, Chicago, IL","8/1/24 4:36 AM","8/1/24 4:35 AM","Two unknown suspects armed with handguns took property from a victim at the off-campus gas station /  CPD case JH3701577","CPD","2024-026436","8/1/24",41.8034644267215,-87.5865379844025
"Information / Theft from Person","5130 S. Lake Park, Chicago, IL","8/1/24 4:00 PM","8/1/24 3:50 PM","An unknown subject snatched victim's purse at off-campus gas station and fled to a waiting vehicle / Referred to CPD","Referred","2024-026506","8/1/24",41.8019992100677,-87.5878021839869
"Information / Theft","1554 E. 55th St., Chicago, IL","8/1/24 4:35 PM","8/1/24 4:30 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026510","8/1/24",41.7952934540188,-87.588744563006
"Domestic Battery","1504 E. Hyde Park, Chicago, IL","8/2/24 2:48 PM","8/2/24 2:47 PM","Boyfriend and girlfriend involved in a physical altercation on the sidewalk off-campus / Peace restored","Closed","24-00763","8/2/24",41.8025233383603,-87.5885337560822
"Information / Theft","1554 E. 55th St., Chicago, IL","8/2/24 5:45 PM","8/2/24 5:40 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-026605","8/2/24",41.7952934540188,-87.588744563006
"Information / Armed Robbery","5500 S. Everett, Chicago, IL","8/3/24 1:01 AM","8/3/24 1:00 AM","Four unknown suspects, armed with handguns, took property from a victim walking on the sidewalk off-campus / CPD case JH372859","CPD","2024-026649","8/3/24",41.7951867494424,-87.5826111022179
"Information / Theft from Person","1548 E. 55th St., Chicago, IL","8/3/24 5:35 AM","8/3/24 4:30 AM","An unknown subject snatched the purse from a person walking on the sidewalk off-campus / Referred to CPD","Referred","2024-026659","8/3/24",41.7952934540152,-87.5886775309244
"Battery","5700 S. Maryland, Chicago, IL","8/3/24 1:04 PM","8/3/24 1:04 PM","A visitor struck a UCM staff member and was arrested by UCPD","Arrest","24-00765","8/3/24",41.7903992008143,-87.6050172122317
"Battery","5700 S. Maryland, Chicago, IL","8/3/24 8:14 PM","8/3/24 8:14 PM","One person struck another with a fist / Victim declined prosecution","Ex. Cleared","24-00766","8/3/24",41.7903992008143,-87.6050172122317
"Information / Armed Robbery","1550 E. 55th St., Chicago, IL","8/4/24 1:21 AM","8/4/24 1:15 AM","Two unknown suspects, one armed with a baseball bat, forcibly took property from a victim standing at the off-campus bus stop / CPD case","CPD","2024-026732","8/4/24",41.7952934540165,-87.5886998749517
"Motor Vehicle Theft","5500 S. Harper, Chicago, IL","8/4/24 1:38 AM","8/4/24 1:38 AM","Subsequent to a traffic stop, a UCPD officer arrested the motorist for motor vehicle theft","Arrest","24-00768","8/4/24",41.7950867681033,-87.5885182065115
"Information / Armed Robbery","1550 E. 55th St., Chicago, IL","8/4/24 1:21 AM","8/4/24 1:15 AM","Two unknown suspects, one armed with a baseball bat, forcibly took property from a victim standing at the off-campus bus stop / CPD case","CPD","2024-026732","8/4/24",41.7952934540165,-87.5886998749517
"Motor Vehicle Theft","5500 S. Harper, Chicago, IL","8/4/24 1:38 AM","8/4/24 1:38 AM","Subsequent to a traffic stop, a UCPD officer arrested the motorist for motor vehicle theft","Arrest","24-00768","8/4/24",41.7950867681033,-87.5885182065115
"Theft","5640 S. Ellis, Chicago, IL","8/5/24 5:20 PM","7/31/24 to 8/5/24 12:00 PM to 5:00 PM","Secured bicycle taken from bike rack","Open","24-00772","8/5/24",41.7924574811885,-87.6014044605134
"Information / Theft","1400 E. 53rd St., Chicago, IL","8/5/24 9:33 PM","8/5/24 7:45 PM","An unknown suspect took a Divvy bike from the sidewalk off-campus / Referred to CPD","Referred","2024-026912","8/5/24",41.7995684534484,-87.591710911909
"Theft","5640 S. Ellis, Chicago, IL","8/5/24 5:20 PM","7/31/24 to 8/5/24 12:00 PM to 5:00 PM","Secured bicycle taken from bike rack","Open","24-00772","8/5/24",41.7924574811885,-87.6014044605134
"Information / Theft","1400 E. 53rd St., Chicago, IL","8/5/24 9:33 PM","8/5/24 7:45 PM","An unknown suspect took a Divvy bike from the sidewalk off-campus / Referred to CPD","Referred","2024-026912","8/5/24",41.7995684534484,-87.591710911909
"Information / Theft","1554 E. 55th St., Chicago, IL","8/6/24 2:51 PM","8/6/24 2:45 PM","Unknown person took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-027004","8/6/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","8/6/24 2:51 PM","8/6/24 2:45 PM","Unknown person took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-027004","8/6/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","8/7/24 1:50 PM","8/7/24 1:48 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-027098","8/7/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","8/7/24 3:59 PM","8/7/24 3:59 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-027110","8/7/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","8/7/24 1:50 PM","8/7/24 1:48 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-027098","8/7/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","8/7/24 3:59 PM","8/7/24 3:59 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-027110","8/7/24",41.7952934540188,-87.588744563006
"Information / Aggravated Battery","850 E. 63rd St., Chicago, IL","8/8/24 7:27 PM","8/8/24 7:25 PM","Three victims suffered gunshot wounds off-campus / Transported to UCMED by CFD EMS / CPD case JH380616","CPD","2024-027212","8/8/24",41.7804908425563,-87.6042332705362
"Information / Armed Robbery","4800 S. Kimbark, Chicago, IL","8/8/24 9:59 PM","8/8/24 9:55 PM","Three unknown suspects, armed with handguns, took property from a victim walking on the sidewalk off-campus / CPD case","CPD","2024-027228","8/8/24",41.8077868288317,-87.5952562247129
"Information / Aggravated Battery","850 E. 63rd St., Chicago, IL","8/8/24 7:27 PM","8/8/24 7:25 PM","Three victims suffered gunshot wounds off-campus / Transported to UCMED by CFD EMS / CPD case JH380616","CPD","2024-027212","8/8/24",41.7804908425563,-87.6042332705362
"Information / Armed Robbery","4800 S. Kimbark, Chicago, IL","8/8/24 9:59 PM","8/8/24 9:55 PM","Three unknown suspects, armed with handguns, took property from a victim walking on the sidewalk off-campus / CPD case","CPD","2024-027228","8/8/24",41.8077868288317,-87.5952562247129
"Information / Aggravated Battery","850 E. 63rd St., Chicago, IL","8/8/24 7:27 PM","8/8/24 7:25 PM","Three victims suffered gunshot wounds off-campus / Transported to UCMED by CFD EMS / CPD case JH380616","CPD","2024-027212","8/8/24",41.7804908425563,-87.6042332705362
"Information / Armed Robbery","4800 S. Kimbark, Chicago, IL","8/8/24 9:59 PM","8/8/24 9:55 PM","Three unknown suspects, armed with handguns, took property from a victim walking on the sidewalk off-campus / CPD case","CPD","2024-027228","8/8/24",41.8077868288317,-87.5952562247129
"Information / Aggravated Battery","850 E. 63rd St., Chicago, IL","8/8/24 7:27 PM","8/8/24 7:25 PM","Three victims suffered gunshot wounds off-campus / Transported to UCMED by CFD EMS / CPD case JH380616","CPD","2024-027212","8/8/24",41.7804908425563,-87.6042332705362
"Information / Armed Robbery","4800 S. Kimbark, Chicago, IL","8/8/24 9:59 PM","8/8/24 9:55 PM","Three unknown suspects, armed with handguns, took property from a victim walking on the sidewalk off-campus / CPD case","CPD","2024-027228","8/8/24",41.8077868288317,-87.5952562247129
"Information / Aggravated Assault","6201S. Dorchester, Chicago, IL","8/9/24 4:19 AM","8/9/24 3:50 AM","Unknown suspects fired shots in the direction of a victim on the street off-campus / CPD case JH380950","CPD","2024-027240","8/9/24",41.7823279428682,-87.5913135154676
"Information / Theft","1554 E. 55th St., Chicago, IL","8/10/24 7:37 AM","8/10/24 7:30 AM","Three unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-027376","8/10/24",41.7952934540188,-87.588744563006
